"sample","class","78.02055","452.00345","138.96337","73.53838","385.12885","237.02815","222.02744","399.33298","394.23541","428.03716","207.01423","210.06077","397.06669","315.03262","174.08419","438.14243","161.0295","173.98804","133.07219","407.14259","451.97517","167.02071","500.2254","133.06077","553.32542","170.0326","211.10945","203.05255","170.06172","324.24879","245.13234","102.09132","263.13186","228.99584","470.9348","242.07889","370.19102","336.94224","174.9828","136.0474","144.10058"
"batch01_C05",1,479.521413885482,779.475108805348,953.493731892157,560.470149460694,1367.42275183549,916.703817712356,935.731304304533,4917.23788728626,410.14212460158,899.870623513498,828.034945587195,1450.33266997161,534.563248274711,1445.84923485419,1373.37557848989,441.144491312399,1103.79504385942,1269.68275136459,2244.35141535054,2384.74659835078,176.551587773574,776.049216791475,1508.89299823311,1116.92879909188,477.372203917936,1717.0995705569,811.478275050435,1464.01175059036,737.705177826736,2436.73804929513,1274.46953998988,1575.70132846057,1563.1637668531,834.450326251474,974.198215077349,778.796309082543,1447.40318273049,1409.06947884866,857.265356220283,1204.13399377443,867.681673001685
"batch01_S07",2,609.336816822864,1685.99227281625,756.009675887662,1235.49228061189,806.364547042319,618.800525117705,599.738722281911,3236.02686077907,768.095072889704,870.549995312446,1191.4641962427,802.045039033508,963.382486937249,1536.50828841099,741.871630069842,1141.0093218486,930.982423040257,1619.20728500257,1108.28591693309,915.367415512047,1244.59356488045,1459.45354861183,1112.69797239687,743.422223204226,615.260206414455,1597.322884172,718.11412157714,750.633619874316,1152.75763532996,2396.08583941271,986.296632370982,1153.89035380929,671.83520644388,693.239861025231,1252.43426263239,1027.6817437918,758.053155075195,1605.62344302875,1599.31824009382,1020.92221904189,830.847572162354
"batch01_C10",1,1065.08617255711,1361.44769538313,841.776082686804,1116.62904501964,1078.29106120562,966.188328555693,1068.33123825116,3225.73215766256,630.618756974424,1079.99268836612,1858.5270675576,1042.93072138337,875.028341023581,1124.06740492293,616.566234242531,872.03371725456,1242.60734453928,874.786672119976,892.850559968905,1626.63241507677,449.410815745314,2010.19277244619,589.627788384654,712.963987107503,461.100172228223,1554.11953390701,688.0822962969,1051.98702093435,1330.09908008022,1952.44867634218,1228.45968621728,1149.9549148196,530.611579044454,750.687296664548,1855.05751138485,603.952572211706,1346.84185447502,1363.85571269049,720.375913828609,1093.25750507295,1165.92215461478
"batch01_S01",2,625.538302227072,1130.46699162578,852.911766669085,1483.61252792463,840.781589913377,1030.13833420242,662.882009278378,4347.94288052017,660.270113623441,838.640741591203,720.126296436501,974.429204765453,1155.25042093514,1312.23393990882,1407.15264061548,762.253038513091,828.005592836066,1883.14974025508,1539.1493284423,525.016590851172,1258.58747163686,1137.38196719931,1128.63087262639,487.879536844527,345.744087303843,1321.49056806688,963.729084761382,583.294872127175,894.014745359212,2852.45750465841,1300.56797304377,1281.35739140321,998.545979290411,565.503205896248,757.45111967375,1002.4876276157,3591.70669423998,1782.85153689987,1557.2493701026,814.756800399651,855.296374235263
"batch01_C03",1,1098.46817270969,1827.37373807068,1060.63450079884,872.597008220598,907.493516761568,985.118813672659,892.496362464654,3179.48347195663,741.258392871037,1188.79273911701,983.006217721216,1146.33877276271,1010.71244253066,327.994598265268,1010.07238224437,842.045918858356,1007.96689638072,1981.08903118639,1034.14635376716,655.911685540181,954.740389957213,1019.79019455846,560.735950278102,1003.00053386898,313.280512112492,1239.34684970097,963.716761458152,619.757251796445,743.345780486081,2269.74460843198,992.349329160581,1349.38036415629,1109.61628976904,1052.1915021737,1551.96701962762,1174.45917628978,3289.15476922982,422.170226827971,1687.53350781919,837.074192267478,915.290181787296
"batch01_S05",2,460.766101503692,707.917466210666,1302.18065280002,1088.4259092484,853.050159155081,856.418113799733,674.694915027647,4131.66207675098,263.802667344302,1013.32350570759,809.93926701017,1558.84936854661,1024.62211224803,1574.3305174252,908.382901012238,877.553366341815,1416.87122450968,2192.10412644294,1535.64821970494,1279.43867264093,982.70941380692,1210.1321578865,1226.74805216631,863.339788017382,210.600331988946,1773.08237668971,1069.69485964832,941.396493283165,1080.71584451259,1994.38718736636,1924.65987158163,1784.59015175779,1209.26188198622,753.852428475905,643.921203108196,752.051969620566,3487.95852909115,1916.93042325492,1772.2578450833,1103.74236979256,1168.8761175289
"batch01_C07",1,1113.52802242082,1033.26506139122,1196.37417766609,696.887569165778,1152.15320936431,848.875184118463,1031.56368165754,3214.81782914189,521.812773439027,1348.30713331077,1144.48444448425,1504.97240540297,398.800153104099,418.590412995936,896.906131690866,407.011270568035,1507.73301225913,1504.9391647158,1471.32988463485,911.871283512737,542.416758730708,1172.94087739845,616.582850960635,1616.5113955868,433.923712074543,1500.48141527657,1028.85505496146,881.288727032564,948.409850560826,2211.0493085505,1133.72306604379,1041.65931609437,764.028218193431,858.41402095807,1280.02640319505,625.153316531056,3274.8525329428,553.251430822393,1437.82935525153,1160.59682859362,1036.4504636442
"batch01_S06",2,533.406764020592,1296.51519366584,1282.9651341428,822.680854123344,987.977905151132,1729.5632422658,1118.16006104116,3673.41274419137,1180.37999436541,788.235297312554,606.72742316183,664.350741478998,1441.03658671242,870.022690814827,1103.6353415648,557.338000853769,857.433728645982,1736.97770270311,1838.48714948799,670.327991413212,951.149478952967,898.527987789746,1095.23768206074,1153.8880553002,748.301115293392,1342.33680397263,967.372698628072,430.615797909803,732.469664834026,2530.24946515134,1520.89096038385,1277.95693572668,1139.83953038407,991.609989915265,426.874594358254,777.488715514412,1673.62901067838,1002.43212365704,1504.14023866767,1029.0119829111,1047.83024246023
"batch01_C08",1,704.461790275423,1631.93398290131,1085.76461352648,600.332626639732,1117.66434967943,1634.10113444897,1297.96768417667,3273.34366369966,990.655903226965,1083.12767296026,928.065652226018,1601.60757819545,1176.49878164314,886.494068278792,763.556362180714,298.357144499281,1415.20184341827,1482.44693236383,1191.02264257519,1110.65167998014,678.9404140487,922.560856197348,1322.95237449045,1358.65906634221,764.023383826002,1215.62909167762,870.695132187802,695.311447496577,735.972329508277,2571.36509112317,1154.03359296572,825.363871960666,548.825357585783,884.566676289348,1078.56222506495,852.927490094839,2352.7423365861,1219.13927542982,1088.75955080138,964.246942261198,939.192349611362
